,support,itemsets
29183,0.0002463549115766,"frozenset({44998, 34237, 47198})"
29184,0.0003007893933012,"frozenset({13172, 34237, 44998})"
29185,0.0002466659657579,"frozenset({24960, 21899, 34237})"
29186,0.0002768382213424,"frozenset({24960, 13172, 34237})"
29187,0.0002404448821322,"frozenset({24960, 34237, 47198})"
29188,0.0002056068138284,"frozenset({13172, 34237, 26204})"
29189,0.0002130721141792,"frozenset({26204, 34237, 47198})"
29190,0.0002028073261969,"frozenset({24848, 26204, 34237})"
29191,0.0002855477384183,"frozenset({22931, 13172, 34237})"
29192,0.000229246931606,"frozenset({22931, 21899, 34237})"
29193,0.0002768382213424,"frozenset({22931, 34237, 47198})"
29194,0.0002535091577461,"frozenset({24960, 22931, 34237})"
29195,0.0002211595228926,"frozenset({24848, 34237, 47615})"
29196,0.0002021852178343,"frozenset({27099, 13172, 34237})"
29197,0.0003091878561959,"frozenset({24848, 34237, 21133})"
29198,0.0003402932743242,"frozenset({24848, 21899, 34237})"
29199,0.0002003188927466,"frozenset({24848, 34237, 47198})"
29200,0.000224892173068,"frozenset({24848, 47755, 34237})"
29201,0.0002839924675119,"frozenset({5873, 13172, 34237})"
29202,0.0002824371966055,"frozenset({5873, 34237, 47198})"
29203,0.0002155605476295,"frozenset({8273, 13172, 34237})"
29204,0.0002724834628044,"frozenset({27960, 34237, 47198})"
29205,0.0002230258479803,"frozenset({27960, 21899, 34237})"
29206,0.0003791750469847,"frozenset({27960, 13172, 34237})"
29207,0.0002690618668103,"frozenset({27960, 34237, 21133})"
29208,0.0006541469432394,"frozenset({13172, 34237, 47198})"
29209,0.0002289358774247,"frozenset({30385, 13172, 34237})"
29210,0.0002112057890915,"frozenset({30385, 34237, 47198})"
29211,0.0005063962071297,"frozenset({13172, 34237, 21133})"
29212,0.0003990825145868,"frozenset({21133, 34237, 47198})"
29213,0.0003365606241488,"frozenset({21899, 34237, 21133})"
29214,0.0002289358774247,"frozenset({13172, 19053, 34237})"
29313,0.00025444232029,"frozenset({27960, 5873, 8170})"
29314,0.0003094989103772,"frozenset({5873, 8170, 21133})"
29315,0.0002466659657579,"frozenset({5873, 8170, 21899})"
29322,0.0003350053532424,"frozenset({8170, 13172, 47615})"
29323,0.0002286248232434,"frozenset({8170, 21899, 47615})"
29324,0.0002093394640038,"frozenset({8170, 47198, 47615})"
29325,0.000293946201313,"frozenset({24848, 8170, 47615})"
29329,0.000289591442775,"frozenset({27960, 8170, 21899})"
29332,0.0002230258479803,"frozenset({24848, 8170, 26204})"
29333,0.0002093394640038,"frozenset({5873, 8170, 26204})"
29334,0.0002336016901439,"frozenset({8170, 21899, 26204})"
29335,0.0003735760717216,"frozenset({8170, 13172, 26204})"
29336,0.0002933240929504,"frozenset({8170, 26204, 47198})"
29337,0.0002112057890915,"frozenset({8170, 26204, 21133})"
29338,0.0002914577678627,"frozenset({8170, 26204, 47615})"
29339,0.0003318948114296,"frozenset({8170, 13172, 44350})"
29340,0.0002423112072199,"frozenset({44350, 8170, 47198})"
29341,0.0002034294345594,"frozenset({10745, 8170, 21133})"
29342,0.0003480696288563,"frozenset({10745, 8170, 13172})"
29343,0.0002525759952023,"frozenset({10745, 8170, 47198})"
29344,0.000241378044676,"frozenset({42257, 8170, 13172})"
29345,0.000604378274234,"frozenset({8170, 13172, 19053})"
29346,0.0002245811188867,"frozenset({27960, 8170, 19053})"
29347,0.0003250516194413,"frozenset({8170, 19053, 47198})"
29348,0.0002031183803782,"frozenset({8170, 21899, 19053})"
29349,0.0002967456889445,"frozenset({8170, 19053, 21133})"
29350,0.0005564759303163,"frozenset({8273, 8170, 13172})"
29351,0.0002164937101734,"frozenset({27960, 8273, 8170})"
29352,0.0003514912248504,"frozenset({8273, 8170, 47198})"
29353,0.0002447996406702,"frozenset({8273, 8170, 21133})"
29354,0.000285236684237,"frozenset({8170, 27099, 13172})"
29355,0.0002174268727172,"frozenset({8170, 13172, 17790})"
29356,0.0002012520552905,"frozenset({24848, 16793, 8170})"
29357,0.0002031183803782,"frozenset({46656, 8170, 13172})"
29358,0.0003063883685643,"frozenset({24848, 8170, 21133})"
29359,0.0002485322908456,"frozenset({24848, 8170, 47198})"
29360,0.0002255142814306,"frozenset({24848, 45057, 8170})"
29361,0.0003191415899969,"frozenset({24848, 8170, 47755})"
29362,0.0002727945169857,"frozenset({8170, 47755, 21899})"
29363,0.0002979899056697,"frozenset({8170, 47755, 13172})"
29364,0.0002398227737696,"frozenset({8170, 47755, 47615})"
29365,0.0002699950293541,"frozenset({8170, 13172, 8514})"
29366,0.0002143163309044,"frozenset({8170, 8514, 47198})"
29367,0.0003987714604056,"frozenset({8170, 13172, 39869})"
29368,0.0002301800941498,"frozenset({8170, 39869, 47198})"
29369,0.0002009410011092,"frozenset({8170, 27515, 13172})"
29370,0.0002168047643546,"frozenset({5873, 8170, 22931})"
29371,0.0004961314191473,"frozenset({8170, 22931, 13172})"
29372,0.0003502470081253,"frozenset({8170, 22931, 47198})"
29373,0.0002298690399685,"frozenset({8170, 22931, 21133})"
29374,0.0002416890988573,"frozenset({8170, 22931, 21899})"
29375,0.0002964346347632,"frozenset({24960, 8170, 22931})"
29376,0.000245732803214,"frozenset({24960, 8170, 21899})"
29377,0.0004143241694697,"frozenset({24960, 8170, 13172})"
29378,0.0003231852943536,"frozenset({24960, 8170, 47198})"
29379,0.0002252032272493,"frozenset({24960, 8170, 21133})"
29380,0.0004021930563997,"frozenset({8170, 21899, 21133})"
29383,0.000310432072921,"frozenset({24848, 8170, 21899})"
29385,0.0002329795817814,"frozenset({30385, 8170, 21899})"
29386,0.0003275400528916,"frozenset({30385, 8170, 47198})"
29387,0.00026657343336,"frozenset({30385, 8170, 21133})"
29388,0.0004382753414286,"frozenset({30385, 8170, 13172})"
29389,0.0002090284098225,"frozenset({8170, 26204, 31711})"
29390,0.0002793266547926,"frozenset({8170, 13172, 31711})"
29391,0.0002208484687113,"frozenset({8170, 47198, 31711})"
29392,0.0002021852178343,"frozenset({8170, 48668, 47198})"
29393,0.0002796377089739,"frozenset({8170, 13172, 48668})"
29394,0.0002140052767231,"frozenset({8170, 47198, 27839})"
29395,0.0003452701412248,"frozenset({8170, 13172, 27839})"
29396,0.0002640849999097,"frozenset({39920, 8170, 47198})"
29397,0.0002112057890915,"frozenset({39920, 8170, 27960})"
29398,0.0004000156771307,"frozenset({39920, 8170, 13172})"
29399,0.0002625297290033,"frozenset({39920, 8170, 21133})"
29400,0.0002360901235942,"frozenset({8170, 41942, 47198})"
29401,0.0003278511070729,"frozenset({8170, 13172, 41942})"
29402,0.0003222521318098,"frozenset({8170, 13172, 40698})"
29403,0.0002161826559921,"frozenset({8170, 21899, 40698})"
29404,0.0002407559363135,"frozenset({8170, 40698, 47198})"
29405,0.0002202263603488,"frozenset({8170, 40698, 21133})"
29406,0.0002482212366643,"frozenset({8170, 13172, 4917})"
29407,0.0003997046229494,"frozenset({8170, 13172, 44998})"
29408,0.0002071620847348,"frozenset({8170, 21133, 44998})"
29409,0.0002535091577461,"frozenset({8170, 21899, 44998})"
29410,0.000289591442775,"frozenset({8170, 44998, 47198})"
29411,0.0004575607006682,"frozenset({8170, 13172, 37639})"
29412,0.000204051542922,"frozenset({8170, 21133, 37639})"
29413,0.0002696839751728,"frozenset({8170, 47198, 37639})"
29414,0.0003804192637098,"frozenset({8170, 39267, 13172})"
29415,0.0002659513249974,"frozenset({8170, 39267, 47198})"
29416,0.0002426222614012,"frozenset({27960, 8170, 39267})"
29417,0.0002927019845878,"frozenset({8170, 39267, 21133})"
29418,0.0003004783391199,"frozenset({8170, 22821, 47198})"
29419,0.000204051542922,"frozenset({27960, 8170, 22821})"
29420,0.0004609822966623,"frozenset({8170, 13172, 22821})"
29421,0.0002354680152317,"frozenset({8170, 22821, 21133})"
29422,0.0002556865370151,"frozenset({24848, 8170, 28198})"
29423,0.0002202263603488,"frozenset({34120, 8170, 13172})"
29424,0.00022053741453,"frozenset({8170, 13172, 22031})"
29446,0.0002230258479803,"frozenset({36076, 13172, 47198})"
29447,0.0002024962720156,"frozenset({36076, 21133, 47198})"
29448,0.0002628407831846,"frozenset({36076, 13172, 21133})"
29495,0.0002059178680097,"frozenset({49064, 21899, 13172})"
29496,0.0002180489810798,"frozenset({49064, 24848, 21899})"
29497,0.0002034294345594,"frozenset({49064, 24848, 47755})"
29566,0.000206228922191,"frozenset({24848, 47755, 44})"
29567,0.000201874163653,"frozenset({24848, 44, 47615})"
29568,0.0002584860246466,"frozenset({24848, 44, 21133})"
29622,0.0002189821436236,"frozenset({24848, 13625, 47755})"
29623,0.0003054552060205,"frozenset({13625, 21899, 13172})"
29624,0.0002395117195883,"frozenset({13625, 21899, 21133})"
29625,0.0002118278974541,"frozenset({13625, 13172, 44998})"
29626,0.0002494654533894,"frozenset({24848, 13625, 21133})"
29627,0.0002656402708162,"frozenset({13625, 21133, 47198})"
29628,0.0003502470081253,"frozenset({13625, 13172, 47198})"
29629,0.0003633112837392,"frozenset({13625, 13172, 21133})"
29630,0.0002136942225418,"frozenset({27960, 13625, 21133})"
29631,0.000268750812629,"frozenset({27960, 13625, 13172})"
29713,0.0002130721141792,"frozenset({13736, 13172, 21133})"
29806,0.0002755940046172,"frozenset({42577, 13172, 21133})"
29807,0.0003073215311082,"frozenset({24848, 42577, 21133})"
29808,0.0002802598173365,"frozenset({42577, 21899, 21133})"
29809,0.0002668844875413,"frozenset({24848, 42577, 49671})"
29810,0.000252264941021,"frozenset({24848, 42577, 17790})"
29811,0.0002220926854365,"frozenset({24848, 42577, 28979})"
29812,0.0002308022025124,"frozenset({24848, 42577, 30483})"
29813,0.0003549128208446,"frozenset({42577, 21899, 13172})"
29814,0.0004756018431826,"frozenset({24848, 42577, 47755})"
29815,0.0003505580623066,"frozenset({42577, 47755, 21899})"
29816,0.0002189821436236,"frozenset({42577, 21899, 44998})"
29817,0.0005701623142928,"frozenset({24848, 42577, 21899})"
29818,0.0003371827325114,"frozenset({42577, 13172, 47198})"
29819,0.0002600412955531,"frozenset({42577, 21899, 47198})"
29820,0.0002012520552905,"frozenset({42577, 21133, 47198})"
29821,0.0003001672849386,"frozenset({24960, 42577, 24848})"
29822,0.0002015631094717,"frozenset({24960, 42577, 47755})"
29823,0.000293946201313,"frozenset({24960, 42577, 21899})"
29824,0.0002432443697637,"frozenset({24960, 42577, 26204})"
29825,0.0002429333155825,"frozenset({42577, 26204, 47615})"
29826,0.0002298690399685,"frozenset({42577, 21899, 47615})"
29827,0.000227069552337,"frozenset({42577, 47755, 47615})"
29828,0.0003029667725702,"frozenset({24848, 42577, 47615})"
29829,0.0003172752649092,"frozenset({42577, 21899, 26204})"
29830,0.0003878845640606,"frozenset({24848, 42577, 26204})"
29831,0.0002503986159333,"frozenset({42577, 47755, 26204})"
29832,0.0002046736512846,"frozenset({42577, 22931, 21899})"
29879,0.0002463549115766,"frozenset({30444, 21899, 13172})"
29880,0.0002861698467809,"frozenset({24848, 21899, 30444})"
29881,0.0002115168432728,"frozenset({30444, 13172, 47198})"
29882,0.0002360901235942,"frozenset({24848, 47755, 30444})"
29941,0.0002068510305536,"frozenset({24848, 21133, 45526})"
29942,0.0002871030093247,"frozenset({24848, 21899, 45526})"
29943,0.0002052957596471,"frozenset({24848, 26204, 45526})"
29944,0.0002703060835354,"frozenset({24848, 47755, 45526})"
29945,0.000227069552337,"frozenset({24960, 22931, 45526})"
29946,0.000201874163653,"frozenset({24960, 21899, 45526})"
30046,0.0002028073261969,"frozenset({24848, 26204, 20838})"
30047,0.0002059178680097,"frozenset({21899, 13172, 20838})"
30048,0.0003449590870435,"frozenset({24848, 21133, 20838})"
30049,0.0003760645051718,"frozenset({24848, 21899, 20838})"
30050,0.0003857071847916,"frozenset({24848, 47755, 20838})"
30051,0.0002233369021616,"frozenset({47755, 21899, 20838})"
30052,0.0002289358774247,"frozenset({24848, 20838, 49671})"
30053,0.0002420001530386,"frozenset({24848, 20838, 28198})"
30054,0.0002451106948514,"frozenset({24848, 16793, 20838})"
30055,0.0002541312661087,"frozenset({24848, 20838, 47615})"
30080,0.0002155605476295,"frozenset({13172, 21133, 28470})"
30081,0.0002516428326584,"frozenset({28470, 13172, 47198})"
30144,0.0003552238750258,"frozenset({27960, 24848, 5782})"
30146,0.0004065478149376,"frozenset({27960, 5782, 47198})"
30148,0.0002976788514884,"frozenset({13172, 19053, 5782})"
30149,0.0002000078385653,"frozenset({19053, 21133, 5782})"
30150,0.0002323574734188,"frozenset({5782, 13172, 44998})"
30152,0.0003589565252012,"frozenset({24848, 5782, 47198})"
30155,0.0002656402708162,"frozenset({13172, 5782, 37639})"
30156,0.0002298690399685,"frozenset({24848, 5782, 37639})"
30157,0.0002031183803782,"frozenset({24848, 5782, 44623})"
30158,0.0004264552825398,"frozenset({21899, 13172, 5782})"
30159,0.0003446480328622,"frozenset({24848, 21899, 5782})"
30160,0.0002189821436236,"frozenset({27960, 21899, 5782})"
30161,0.0003185194816344,"frozenset({21899, 5782, 47198})"
30162,0.0003188305358157,"frozenset({21899, 21133, 5782})"
30163,0.0002650181624536,"frozenset({22931, 13172, 5782})"
30165,0.0005334579209014,"frozenset({24848, 21133, 5782})"
30166,0.0003163421023654,"frozenset({5873, 13172, 5782})"
30167,0.0002332906359627,"frozenset({5873, 21133, 5782})"
30168,0.0002886582802312,"frozenset({5873, 5782, 47198})"
30169,0.0002043625971033,"frozenset({27960, 5873, 5782})"
30170,0.0002056068138284,"frozenset({30483, 13172, 5782})"
30171,0.0002267584981557,"frozenset({24848, 30483, 5782})"
30172,0.0003300284863419,"frozenset({24848, 27081, 5782})"
30173,0.0002255142814306,"frozenset({27081, 13172, 5782})"
30174,0.0003514912248504,"frozenset({24848, 5782, 28198})"
30175,0.0003066994227456,"frozenset({24848, 47755, 5782})"
30176,0.0002000078385653,"frozenset({40698, 13172, 5782})"
30177,0.0002133831683605,"frozenset({24848, 8273, 5782})"
30178,0.0002945683096755,"frozenset({8273, 13172, 5782})"
30179,0.0002071620847348,"frozenset({24848, 26204, 5782})"
30180,0.0002342237985065,"frozenset({13172, 5782, 26204})"
30181,0.000204051542922,"frozenset({24848, 5782, 47615})"
30182,0.0002342237985065,"frozenset({24848, 16793, 5782})"
30183,0.0002357790694129,"frozenset({30385, 13172, 5782})"
30184,0.0002146273850856,"frozenset({13172, 5782, 22031})"
30260,0.0002516428326584,"frozenset({41779, 47755, 47615})"
30261,0.0005919361069827,"frozenset({24848, 41779, 47615})"
30262,0.0002096505181851,"frozenset({41779, 21899, 47615})"
30263,0.0002787045464301,"frozenset({24848, 41779, 9383})"
30264,0.0005228820787377,"frozenset({24848, 41779, 21899})"
30265,0.0002871030093247,"frozenset({41779, 47755, 21899})"
30266,0.0002740387337108,"frozenset({24848, 41779, 47198})"
30267,0.0002280027148808,"frozenset({24848, 41779, 44998})"
30268,0.0006896071199057,"frozenset({24848, 41779, 47755})"
30269,0.0002168047643546,"frozenset({16793, 41779, 47755})"
30270,0.0004802676559019,"frozenset({24848, 41779, 49671})"
30271,0.0002028073261969,"frozenset({41779, 21899, 49671})"
30272,0.0002230258479803,"frozenset({41779, 47755, 49671})"
30273,0.0002121389516354,"frozenset({9072, 24848, 41779})"
30274,0.000506707261311,"frozenset({24848, 41779, 21133})"
30275,0.0003965940811366,"frozenset({24848, 41779, 27839})"
30276,0.000252264941021,"frozenset({41779, 26204, 47615})"
30277,0.000354290712482,"frozenset({24848, 41779, 26204})"
30278,0.0006385942341752,"frozenset({24848, 16793, 41779})"
30279,0.0002158716018108,"frozenset({24848, 42257, 41779})"
30280,0.0002006299469279,"frozenset({43344, 24848, 41779})"
30281,0.0002385785570445,"frozenset({24848, 41779, 8420})"
30282,0.0005287921081821,"frozenset({24848, 45057, 41779})"
30283,0.0004071699233002,"frozenset({24848, 41779, 4917})"
30284,0.0007148025085897,"frozenset({24848, 41779, 28198})"
30285,0.0002037404887407,"frozenset({24848, 40698, 41779})"
30286,0.0002308022025124,"frozenset({24848, 41779, 37639})"
30287,0.0002099615723664,"frozenset({24848, 41779, 30483})"
30288,0.000227069552337,"frozenset({24848, 41779, 39267})"
30289,0.0002311132566937,"frozenset({24848, 41779, 26599})"
30290,0.0002370232861381,"frozenset({24848, 4602, 41779})"
30314,0.0002096505181851,"frozenset({24848, 21133, 40166})"
30433,0.0002591081330092,"frozenset({24848, 28547, 21899})"
30434,0.0002183600352611,"frozenset({9072, 24848, 28547})"
30482,0.0002808819256991,"frozenset({35215, 49509, 44623})"
30483,0.0002762161129798,"frozenset({21705, 49509, 35215})"
30484,0.000275282950436,"frozenset({21705, 49509, 44623})"
30496,0.0002317353650562,"frozenset({10827, 13172, 47198})"
30541,0.0002071620847348,"frozenset({24848, 44756, 21133})"
30542,0.0002087173556413,"frozenset({44756, 13172, 21133})"
30616,0.0003399822201429,"frozenset({24848, 4602, 5447})"
30617,0.0003919282684173,"frozenset({24848, 5447, 49671})"
30618,0.0002444885864889,"frozenset({24848, 24180, 5447})"
30619,0.0002273806065183,"frozenset({24848, 22931, 5447})"
30620,0.0006609901352276,"frozenset({24848, 21899, 5447})"
30621,0.0003990825145868,"frozenset({21899, 13172, 5447})"
30622,0.0005754502353746,"frozenset({24848, 21133, 5447})"
30623,0.0002877251176873,"frozenset({21899, 21133, 5447})"
30624,0.0004336095287093,"frozenset({13172, 21133, 5447})"
30625,0.0003844629680665,"frozenset({27960, 24848, 5447})"
30626,0.0003418485452306,"frozenset({27960, 21133, 5447})"
30627,0.0002189821436236,"frozenset({27960, 21899, 5447})"
30628,0.0003337611365173,"frozenset({27960, 13172, 5447})"
30629,0.0002790156006114,"frozenset({24848, 40698, 5447})"
30630,0.0002650181624536,"frozenset({24848, 5447, 26599})"
30631,0.0002015631094717,"frozenset({24848, 5447, 22031})"
30632,0.0004955093107848,"frozenset({24848, 5447, 47615})"
30633,0.0002354680152317,"frozenset({13172, 5447, 47615})"
30634,0.0003623781211954,"frozenset({26204, 5447, 47615})"
30635,0.0002668844875413,"frozenset({21899, 5447, 47615})"
30636,0.0002121389516354,"frozenset({24960, 24848, 5447})"
30637,0.0003023446642076,"frozenset({24848, 4917, 5447})"
30638,0.0003172752649092,"frozenset({24848, 5447, 27839})"
30639,0.000224892173068,"frozenset({8273, 13172, 5447})"
30640,0.0002678176500851,"frozenset({24848, 8273, 5447})"
30641,0.0002043625971033,"frozenset({24848, 5447, 37639})"
30642,0.0002699950293541,"frozenset({24848, 30483, 5447})"
30643,0.0002121389516354,"frozenset({43952, 24848, 5447})"
30644,0.0002404448821322,"frozenset({13172, 5447, 26204})"
30645,0.0002631518373659,"frozenset({21899, 26204, 5447})"
30646,0.0005029746111356,"frozenset({24848, 26204, 5447})"
30647,0.0002273806065183,"frozenset({26204, 21133, 5447})"
30648,0.0004939540398783,"frozenset({24848, 28198, 5447})"
30649,0.0002136942225418,"frozenset({5873, 13172, 5447})"
30650,0.0002233369021616,"frozenset({24848, 30385, 5447})"
30651,0.0003346942990611,"frozenset({24848, 44998, 5447})"
30652,0.0002715503002606,"frozenset({21899, 44998, 5447})"
30653,0.0002385785570445,"frozenset({13172, 44998, 5447})"
30654,0.0002659513249974,"frozenset({24848, 45057, 5447})"
30655,0.0002594191871905,"frozenset({26204, 5447, 31711})"
30656,0.0002012520552905,"frozenset({24848, 42257, 5447})"
30657,0.0002118278974541,"frozenset({24848, 8514, 5447})"
30658,0.0002124500058167,"frozenset({46968, 24848, 5447})"
30659,0.0004109025734756,"frozenset({24848, 16793, 5447})"
30660,0.0002003188927466,"frozenset({24848, 21612, 5447})"
30661,0.0002693729209916,"frozenset({9072, 24848, 5447})"
30662,0.0002379564486819,"frozenset({24848, 17790, 5447})"
30715,0.0002127610599979,"frozenset({24848, 4602, 5022})"
30716,0.0003642444462831,"frozenset({24848, 5022, 47615})"
30717,0.0003200747525408,"frozenset({26204, 5022, 47615})"
30718,0.0003238074027162,"frozenset({24848, 26204, 5022})"
30719,0.0003110541812836,"frozenset({28836, 5022, 26204})"
30720,0.0002765271671611,"frozenset({24848, 28836, 5022})"
30721,0.0002609744580969,"frozenset({24848, 21899, 5022})"
30722,0.0003200747525408,"frozenset({24848, 47755, 5022})"
30723,0.0002220926854365,"frozenset({47755, 26204, 5022})"
30724,0.0003144757772777,"frozenset({24848, 5022, 49671})"
30725,0.0002320464192375,"frozenset({24848, 16793, 5022})"
30755,0.000252264941021,"frozenset({23292, 46806, 33542})"
30756,0.0002625297290033,"frozenset({44147, 23292, 46806})"
30757,0.0002342237985065,"frozenset({44147, 46806, 33542})"
30758,0.0002006299469279,"frozenset({33785, 23292, 46806})"
30812,0.0002171158185359,"frozenset({24848, 21705, 21899})"
30813,0.000245732803214,"frozenset({21705, 27081, 44623})"
30814,0.0002211595228926,"frozenset({21705, 27081, 35215})"
30815,0.0002737276795295,"frozenset({21705, 13172, 47198})"
30816,0.0003362495699675,"frozenset({21705, 13172, 44623})"
30817,0.0002833703591493,"frozenset({21705, 13172, 35215})"
30818,0.0002196042519862,"frozenset({49224, 21705, 44623})"
30819,0.0002000078385653,"frozenset({49224, 21705, 35215})"
30820,0.0002146273850856,"frozenset({21705, 21133, 44623})"
30821,0.0002065399763723,"frozenset({24848, 21705, 21133})"
30822,0.0002392006654071,"frozenset({21705, 13172, 21133})"
30824,0.0002497765075707,"frozenset({24848, 21705, 47615})"
30825,0.0002429333155825,"frozenset({24848, 21705, 47755})"
30826,0.0002575528621028,"frozenset({24848, 21705, 28198})"
30840,0.0002535091577461,"frozenset({22120, 18922, 1558})"
30841,0.0002009410011092,"frozenset({4954, 33781, 1558})"
30887,0.0002930130387691,"frozenset({43078, 13172, 47198})"
30888,0.0002482212366643,"frozenset({13172, 21133, 43078})"
30930,0.0002074731389161,"frozenset({11778, 13172, 21133})"
30931,0.0003297174321606,"frozenset({24848, 11778, 21133})"
31012,0.0006221083625672,"frozenset({27081, 13172, 21133})"
31013,0.0007387536805486,"frozenset({24848, 27081, 21133})"
31014,0.0002771492755237,"frozenset({27081, 22931, 13172})"
31015,0.0002140052767231,"frozenset({27081, 22931, 21899})"
31016,0.0002609744580969,"frozenset({24960, 27081, 22931})"
31017,0.0002317353650562,"frozenset({24848, 27081, 22931})"
31018,0.0002149384392669,"frozenset({27081, 22931, 47198})"
31019,0.0002099615723664,"frozenset({24848, 27081, 17790})"
31020,0.0003984604062243,"frozenset({24848, 27081, 16793})"
31021,0.0003555349292071,"frozenset({24848, 27081, 45057})"
31022,0.0002074731389161,"frozenset({27081, 39267, 21133})"
31023,0.0005931803237078,"frozenset({24848, 27081, 21899})"
31024,0.0004469848585045,"frozenset({27081, 21899, 13172})"
31025,0.000393794593505,"frozenset({27081, 21899, 21133})"
31026,0.0003374937866927,"frozenset({27081, 21899, 47198})"
31027,0.0002662623791787,"frozenset({24848, 8273, 27081})"
31028,0.0002967456889445,"frozenset({13172, 8273, 27081})"
31029,0.0002401338279509,"frozenset({27081, 21899, 26204})"
31030,0.0003838408597039,"frozenset({24848, 27081, 26204})"
31031,0.0002715503002606,"frozenset({27081, 26204, 21133})"
31032,0.0002317353650562,"frozenset({27081, 26204, 47198})"
31033,0.0002668844875413,"frozenset({27081, 13172, 26204})"
31034,0.0002276916606996,"frozenset({27081, 47755, 26204})"
31035,0.0003350053532424,"frozenset({24848, 27081, 44623})"
31036,0.0002077841930974,"frozenset({27081, 13172, 44623})"
31037,0.0002255142814306,"frozenset({24848, 27081, 4602})"
31038,0.0005309694874511,"frozenset({24848, 27081, 28198})"
31039,0.0003219410776285,"frozenset({24848, 27081, 30483})"
31040,0.0002009410011092,"frozenset({27081, 30483, 21133})"
31041,0.0004703139221008,"frozenset({27081, 21133, 47198})"
31042,0.0004217894698205,"frozenset({24848, 27081, 47198})"
31043,0.0006084219785907,"frozenset({27081, 13172, 47198})"
31044,0.0002454217490327,"frozenset({27081, 5873, 47198})"
31045,0.000206228922191,"frozenset({24848, 27081, 5873})"
31046,0.0002615965664595,"frozenset({27081, 13172, 5873})"
31047,0.0004304989868965,"frozenset({24848, 27081, 27839})"
31048,0.0002189821436236,"frozenset({27081, 47198, 27839})"
31049,0.0003343832448798,"frozenset({27081, 21133, 27839})"
31050,0.0003589565252012,"frozenset({27081, 13172, 27839})"
31051,0.0002196042519862,"frozenset({27081, 21899, 27839})"
31052,0.000273105571167,"frozenset({24848, 27081, 40698})"
31053,0.0002071620847348,"frozenset({27081, 40698, 21133})"
31054,0.0003393601117804,"frozenset({24848, 27081, 49671})"
31055,0.0002202263603488,"frozenset({24848, 27081, 44998})"
31056,0.000204051542922,"frozenset({27081, 13172, 44998})"
31057,0.0002460438573953,"frozenset({27081, 47755, 13172})"
31058,0.0006031340575089,"frozenset({24848, 27081, 47755})"
31059,0.0003144757772777,"frozenset({27081, 47755, 21899})"
31060,0.000285236684237,"frozenset({27081, 47755, 21133})"
31061,0.0002429333155825,"frozenset({24960, 27081, 13172})"
31062,0.0002373343403194,"frozenset({24960, 27081, 21899})"
31063,0.0002597302413718,"frozenset({24960, 27081, 24848})"
31064,0.0002006299469279,"frozenset({24960, 27081, 26204})"
31065,0.0002902135511376,"frozenset({24848, 27081, 4917})"
31066,0.0002497765075707,"frozenset({27081, 21899, 47615})"
31067,0.0004469848585045,"frozenset({24848, 27081, 47615})"
31068,0.0003020336100263,"frozenset({27081, 26204, 47615})"
31069,0.0002357790694129,"frozenset({27081, 47755, 47615})"
31070,0.0002112057890915,"frozenset({27081, 13172, 47615})"
31071,0.0003465143579499,"frozenset({27960, 27081, 24848})"
31072,0.0004395195581537,"frozenset({27960, 27081, 21133})"
31073,0.0003947277560489,"frozenset({27960, 27081, 13172})"
31074,0.0003213189692659,"frozenset({27960, 27081, 47198})"
31075,0.0002031183803782,"frozenset({27081, 13172, 37639})"
31076,0.0002671955417226,"frozenset({24848, 27081, 37639})"
31077,0.0002899024969563,"frozenset({27081, 13172, 19053})"
31078,0.0002273806065183,"frozenset({27081, 30385, 13172})"
31079,0.0002189821436236,"frozenset({24848, 27081, 42257})"
31118,0.0003511801706692,"frozenset({10128, 13172, 21133})"
31119,0.0002584860246466,"frozenset({10128, 24848, 21133})"
31120,0.0002351569610504,"frozenset({10128, 21133, 47198})"
31121,0.0002587970788279,"frozenset({10128, 13172, 47198})"
31169,0.0002556865370151,"frozenset({13172, 2085, 47198})"
31197,0.0002189821436236,"frozenset({24848, 33395, 21899})"
31264,0.0005956687571581,"frozenset({30227, 13172, 21133})"
31265,0.0004525838337676,"frozenset({30227, 21133, 47198})"
31266,0.0004252110658147,"frozenset({24848, 30227, 21133})"
31267,0.0002196042519862,"frozenset({24848, 30227, 47755})"
31268,0.0002161826559921,"frozenset({30227, 13172, 22031})"
31269,0.0002080952472787,"frozenset({30227, 13172, 19053})"
31270,0.0002012520552905,"frozenset({24848, 30227, 5782})"
31271,0.0002168047643546,"frozenset({30227, 13172, 5782})"
31273,0.0003396711659617,"frozenset({24848, 30227, 47198})"
31274,0.0002572418079215,"frozenset({5873, 30227, 47198})"
31275,0.0002233369021616,"frozenset({5873, 30227, 13172})"
31277,0.0005129283449366,"frozenset({27960, 30227, 21133})"
31279,0.0003266068903478,"frozenset({27960, 24848, 30227})"
31281,0.0002192931978049,"frozenset({24848, 30227, 28198})"
31282,0.000210583680729,"frozenset({8273, 30227, 13172})"
31283,0.0002261363897931,"frozenset({30227, 13172, 44998})"
31284,0.000379486101166,"frozenset({21899, 30227, 13172})"
31285,0.0002647071082723,"frozenset({27960, 30227, 21899})"
31286,0.0003094989103772,"frozenset({24848, 30227, 21899})"
31287,0.0003070104769269,"frozenset({30227, 21899, 21133})"
31288,0.0003465143579499,"frozenset({30227, 21899, 47198})"
31289,0.0002385785570445,"frozenset({22931, 30227, 13172})"
